"symbol","lower_price","higher_price","lower_size","higher_size"
"MOG.A","1966100","2038400",1,1300
"MOG.B","1980900","2051200",1,37
"MOGO","11800","12400",1,3600
"MOGU","21201","26600",1,1873
"MOH","3365100","3477900",1,15585
"MOHR","216400","217000",1,2185
"MOLN","46200","55396",1,2000
"MOMO","69600","76100",1,79653
"MOND","13900","14800",1,13420
"MOO","739100","761888",1,18680
"MOOD","305600","306100",1,200
"MORN","3149401","3216599",1,15052
"MORT","118999","121300",1,29478
"MOS","253500","275400",1,755000
"MOTE","287099","290000",1,50
"MOTG","405699","409065",1,30
"MOTI","347151","356000",1,3250
"MOTO","435400","442800",1,120
"MOV","183600","190300",1,4064
"MOVE","3401","3769",1,29500
"MP","162577","184300",1,194800
"MPA","124200","124993",1,4500
"MPAA","62650","67000",1,5959
"MPAY","256912","261188",1,200
"MPB","291000","307200",1,8045
"MPC","1589200","1686000",1,2800000
"MPLN","65200","82100",1,4987
"MPLX","439300","453892",1,19554
"MPRO","302150","304000",1,5000
"MPTI","366200","410200",1,690
"MPU","9599","11600",1,10000
"MPV","167800","169700",1,1000
"MPW","57700","60300",1,54000
"MPWR","8990600","9550000",1,135588
"MPX","96185","99500",1,1000
"MQ","49000","50750",1,343705
"MQQQ","259500","269000",1,244
"MQT","108100","112600",1,3500
"MQY","130450","131600",1,8730
"MRAD","146700","150900",1,6
"MRAM","57700","60777",1,8002
"MRBK","124200","128900",1,1000
"MRC","123800","127900",1,117400
"MRCC","79300","81900",1,3000
"MRCY","357100","378600",1,106727
"MREO","40000","42250",1,86764
"MRGR","417500","419500",5,50
"MRIN","21500","22895",1,1000
"MRK","1080254","1207554",1,137400
"MRKR","26500","29800",1,2200
"MRM","30200","34300",1,1530
"MRNA","633600","668924",1,444550
"MRNO","80801","95000",1,261
"MRNOW","1304","1699",1,100000
"MRNS","17100","18900",1,58600
"MRNY","84810","90000",1,2927
"MRO","258000","267400",1,780800
"MRSK","323001","339600",1,3800
"MRSN","17400","19250",1,99295
"MRT","19100","21000",1,1667
"MRTN","170347","178000",1,42421
"MRUS","465000","482900",1,49400
"MRVI","81100","85997",1,143872
"MRVL","700600","748250",1,1628863
"MRX","223012","240500",1,46270
"MS","982500","1051400",1,50240
"MSA","1768800","1822300",1,725
"MS-A","233500","235886",1,15000
"MSAI","18500","21500",1,5000
"MSAIW","209","369",61,65074
"MSB","224500","246499",1,2500
"MSBI","220100","228400",1,28958
"MSBIP","249400","250800",1,3100
"MSC","66550","80600",1,1909
"MSCI","5623700","5948000",1,39613
"MSD","80700","81900",1,5200
"MSDL","198300","204900",1,7390
"MS-E","256200","258400",1,2300
"MSEX","632700","651100",1,19300
"MS-F","255900","257500",1,1400
"MSFD","133200","136500",1,6400
"MSFL","246310","257000",1,4688
"MSFO","198700","206500",1,1992
"MSFT","3977147","4487920",1,2737320
"MSFU","436214","454000",1,4671
"MSFX","280700","300000",1,2000
"MSFY","262601","265299",1,1000
"MSGE","406500","440000",1,8129
"MSGM","12801","18700",1,30000
"MSGS","2048800","2101800",1,2308
"MSI","4438611","4564200",1,34300
"MS-I","256301","258100",1,2002
"MS-K","254500","257199",1,100000
"MS-L","232300","242200",1,3400
"MSM","841500","886950",1,123740
"MSMR","296200","298400",1,2110
"MSN","4802","5300",1,3118
"MS-O","212300","214700",1,8780
"MSOS","70100","72800",1,81145
"MSOX","22291","24000",1,175328
"MS-P","268500","270400",1,3000
"MS-Q","269300","272400",1,50000
"MSS","12100","16000",1,32491
"MSSAW","81","87",100,400
"MSSS","286724","289300",1,4564
"MSTB","338801","340500",40,12660
"MSTI","206996","207500",1,50000
"MSTQ","330300","331900",20,2968
"MSTR","1519400","1796000",1,810013
"MSTU","344600","454700",1,35000
"MSTX","251500","324500",1,76000
"MSTY","238087","261899",1,10066
"MSTZ","123400","170900",1,8600
"MSVX","220000","220950",15,135
"MT","255800","263100",1,50000
"MTA","31800","34000",1,16645
"MTAL","135050","141800",1,77200
"MTB","1720000","1776100",1,80600
"MTBA","514300","516081",1,5000
"MTB-H","251800","254700",1,2607
"MTB-J","274001","276500",1,14602
"MTC","3070","4176",1,100000
"MTCH","370000","380700",1,899282
"MTD","13719300","15232100",1,19349
"MTDR","471600","505600",1,32734
"MTEK","17000","19598",1,5000
"MTEKW","802","1500",1,20700
"MTEM","12600","14790",1,10335
"MTEN","41400","50600",1,2000
"MTEX","72500","77600",1,1607
"MTG","245235","257300",1,28306
"MTGP","450132","453800",1,3033
"MTH","2001400","2071500",1,10900
"MTLS","51000","54199",1,7700
"MTN","1734400","1984200",1,50000
"MTNB","31100","37499",1,2400
"MTR","56500","59600",1,3500
"MTRN","1093800","1147000",1,3813
"MTRX","106700","116400",1,39638
"MTSI","1078700","1138200",1,48550
"MTTR","44500","45800",1,174100
"MTUL","290999","351600",1,200
"MTUM","1860300","2059900",1,39321
"MTUS","146450","152000",1,29642
"MTW","95100","99650",1,11800
"MTX","748100","769000",1,12700
"MTZ","1211600","1269500",1,94800
"MU","941550","1168044",1,3030873
"MUA","122600","125000",1,5000
"MUB","1082800","1087400",1,461079
"MUC","115050","119500",1,20140
"MUE","106500","111200",1,12397
"MUFG","100600","105000",1,36108
"MUI","124100","125000",1,7800
"MUJ","120900","121700",1,4869
"MULN","36000","48500",1,83523
"MUNI","528000","529650",1,69708
"MUR","325300","344100",1,26825
"MURA","30000","33000",1,83500
"MUSA","4848500","5075500",1,3460
"MUSI","446600","448000",1,5289
"MUSQ","231700","243800",1,1000
"MUST","207500","208599",1,17000
"MUX","95300","103050",1,46645
"MVAL","335500","335699",1,2
"MVBF","188400","197500",1,3615
"MVF","74800","78200",1,9400
"MVFD","261500","263400",15,376
"MVFG","274700","275550",1,86
"MVIS","11200","12500",1,112854
"MVO","91700","94500",1,7745
"MVPA","321700","326800",1,1811
"MVPL","307500","310850",1,761
"MVPS","220417","220417",70,70
"MVRL","180900","185300",1,900
"MVST","2710","3061",1,109468
"MVSTW","231","300",20,1550
"MVT","113700","118600",1,3000
"MVV","684600","701823",1,400
"MWA","208064","216600",1,171384
"MWG","4041","6600",1,50000
"MX","45599","47550",1,4500
"MXC","120100","135077",1,802
"MXCT","38000","39895",1,45285
"MXE","91001","94300",1,2200
"MXF","151203","157540",1,2448
"MXI","927500","943888",1,700
"MXL","150300","156700",1,118958
"MYCF","249850","266250",2,1997
"MYCG","249550","250050",100,100
"MYCH","249550","250050",100,100
"MYCI","249400","250000",100,100
"MYCJ","249200","249900",100,100
"MYCK","249150","249962",100,125
"MYCL","249050","249868",2,100
"MYCM","249150","249860",100,100
"MYCN","248909","249689",100,100
"MYD","113300","119400",1,15200
"MYE","138200","142300",1,35415
"MYFW","193400","199700",1,3113
"MYGN","259000","269500",1,169470
"MYI","119129","120000",1,9500
"MYLD","262524","267500",1,500
"MYMF","251050","251100",100,100
"MYMG","250600","250700",100,100
"MYMH","250500","250550",100,100
"MYMI","250350","250600",100,100
"MYMJ","250050","250100",100,100
"MYN","107300","111800",1,8800
"MYNA","13700","16100",1,13656
"MYND","8205","10000",1,7974
"MYNZ","2008","2599",1,169720
"MYO","37000","39800",1,9900
"MYPS","12765","15900",1,48764
"MYRG","990001","1051700",1,22234
"MYSZ","16500","18951",1,1300
"MYTE","37339","40234",1,27300
"MYY","189646","191897",1,2200
"MZZ","97400","99200",1,333
"NA","4110","11200",1,48824
"NAAS","31500","42900",1,20681
"NABL","125600","131200",1,3075
"NAC","118000","118900",1,36679
"NACP","410900","414793",1,205
"NAD","122300","123400",1,24640
"NAII","61000","66500",1,5000
"NAIL","1588000","1727788",1,7802
"NAK","3300","3500",1,46962
"NAMS","153800","164300",1,84619
"NAMSW","63200","64500",1,100
"NAN","117300","117700",1,4445
"NANC","365000","380000",1,7937
"NANR","565546","570900",1,1600
"NAOV","6010","6674",1,3173
"NAPA","56400","60300",1,20020
"NAPR","485805","488032",1,4699
"NARI","404100","426300",1,139758
"NAT","35300","36600",1,174313
"NATH","790800","820000",1,1336
"NATL","282500","294000",1,5122
"NATR","133650","142888",1,8840
"NAUG","249801","250400",35,400
"NAUT","26100","29300",1,13946
"NAVI","150300","156500",1,191120
"NAZ","116600","117700",1,2606
"NB","18000","22698",1,13984
"NBB","166000","168398",1,4300
"NBBK","181000","187100",1,42942
"NBCC","241101","243450",1,4544
"NBCE","250400","251200",1,818
"NBCM","218200","219800",1,9587
"NBCR","264298","265300",50,19384
"NBCT","307399","309630",1,324
"NBDS","302100","308174",1,164
"NBFC","515900","517428",1,10
"NBGR","298750","300650",1,5
"NBH","111400","113100",1,7817
"NBHC","408100","420000",1,2932
"NBIX","1140800","1172300",1,215481
"NBJP","255315","260500",49,10515
"NBN","750250","791900",1,6053
"NBOS","262500","263800",1,3900
"NBR","595800","656200",1,14496
"NBSD","512100","513200",136,535
"NBSM","264011","266100",4,400
"NBTB","431800","454453",1,80099
"NBTX","48000","55000",1,392
"NBXG","126100","128100",1,500000
"NBY","6500","7390",1,20000
"NC","265185","290150",1,500
"NCA","90400","91381",1,1800
"NCDL","176500","179900",1,7900
"NCI","5020","5562",1,9800
"NCL","1701","1960",1,30000
"NCLH","201900","215800",1,300000
"NCMI","69300","72500",1,63202
"NCNA","24300","40900",1,40091
"NCNC","1210","1388",1,20968
"NCNO","293900","314900",1,175503
"NCPB","258900","259892",1,344
"NCPL","15000","16799",1,10769
"NCRA","9500","12200",1,1900
"NCSM","190900","203000",1,171
"NCTY","65000","71100",1,2000
"NCV","34501","35000",1,25495
"NCV-A","230944","233700",6,1885
"NCZ","30100","31100",1,19948
"NCZ-A","220100","222199",6,900
"NDAQ","721000","738500",1,736198
"NDIA","333700","336700",1,500
"NDIV","283700","292700",1,300
"NDLS","10900","11900",1,92600
"NDMO","109900","111300",1,7244
"NDOW","254600","255400",9,312
"NDP","369700","383200",1,700
"NDRA","1972","2490",1,45952
"NDSN","2525700","2661300",1,42355
"NDVG","329100","330000",1,7
"NE","352450","370000",1,63700
"NE+","195422","201699",100,1600
"NEA","119100","119600",1,20000
"NEAR","512000","513090",1,87636
"NECB","251000","266999",1,12797
"NEE","830000","866643",1,204277
"NEE-N","249501","254100",1,1337
"NEE-R","462400","468300",1,772818
"NEE-S","550238","560000",1,655450
"NEGG","7406","7879",1,53336
"NEM","537500","564288",1,2010248
"NEN","814750","815000",1,1
"NEO","144450","152930",1,155209
"NEOG","163100","171100",1,233877
"NEON","76020","123000",1,15385
"NEOV","30901","36099",1,8183
"NEP","267500","282500",1,20000
"NEPH","16800","18000",1,12183
"NERD","176300","181700",1,1161
"NERV","26600","28900",1,4250
"NET","811000","854000",1,17600
"NETD","106400","106500",1,916
"NETDW","805","1000",100,1000
"NETL","268000","272700",1,1715
"NETZ","735600","747900",1,6415
"NEU","5495200","5621000",1,1400
"NEUE","50000","53800",1,1000
"NEWP","14500","15900",1,24479
"NEWT","119000","123500",1,14422
"NEWTG","251000","251800",1,17000
"NEWTH","250800","251750",1,1800
"NEWTI","252150","253985",2,800
"NEWTZ","246400","246900",1,800
"NEWZ","281300","283700",1,1000
"NEXA","71611","74750",1,1000
"NEXN","79500","83600",1,12000
"NEXT","46800","50500",1,193726
"NFBK","113400","116800",1,34958
"NFE","88500","100200",1,489008
"NFG","588300","608900",1,18203
"NFGC","25800","28000",1,19200
"NFJ","127800","130000",1,17614
"NFLP","311100","316900",1,400
"NFLT","229400","231299",1,15732
"NFLU","236800","250500",1,1000
"NFLX","6694300","7294600",1,228262
"NFLY","165100","175000",1,9799
"NFRA","592653","596700",1,317890
"NFTY","630200","659400",1,11403
"NG","40500","44800",1,20100
"NGD","29301","32200",1,3300000
"NGG","692000","712500",1,8400
"NGL","43600","47550",1,10000
"NGL-B","238600","241500",1,1600
"NGL-C","238508","241593",1,2000
"NGNE","383650","440700",1,22857
"NGS","184784","196200",1,3121
"NGVC","275800","288400",1,2093
"NGVT","396500","414400",1,7400
"NHC","1234000","1283900",1,3992
"NHI","790900","853400",1,16713
"NHS","82750","84400",1,7450
"NHTC","53500","66500",1,2822
"NI","334600","347400",1,881186
"NIC","909700","974099",1,573
"NICE","1635000","1738500",1,35651
"NICK","60600","62900",1,884
"NIE","226900","233900",1,18466
"NIKL","134275","143000",1,2031
"NIM","92600","93100",1,2000
"NINE","11100","11950",1,17667
"NIO","56950","66600",1,1236460
"NIOBW","1050","1430",100,1000
"NIPG","70300","73000",1,5100
"NISN","155000","196600",1,3161
"NITE","260700","264000",1,200
"NITO","2400","2768",1,15600
"NIU","20500","22874",1,400000
"NIVF","6068","7050",1,5200
"NIVFW","108","285",20,7200
"NIXT","261200","266700",1,4000
"NJAN","463400","465500",1,2356
"NJNK","202629","202629",53,53
"NJR","420600","471091",1,68888
"NJUL","606400","610250",1,2254
"NKE","809800","942256",1,420000
"NKGN","3700","4082",1,11685
"NKGNW","699","699",2,2
"NKLA","41000","46988",1,52157
"NKSH","285307","307000",1,2046
"NKTR","11000","12700",1,86841
"NKTX","44000","48703",1,57458
"NKX","135200","136783",1,5000
"NL","71200","74500",1,3018
"NLOP","305000","316399",1,166250
"NLR","826000","870000",1,2003
"NLSP","1085","59600",1,74717
"NLSPW","146","199",1,250
"NLY","202600","207400",1,237355
"NLY-F","253500","255499",1,4000
"NLY-G","251900","253300",1,7842
"NLY-I","254700","257300",1,4000
"NMAI","131000","132000",1,2600
"NMB","251800","252300",1,5
"NMCO","115300","116700",1,7195
"NMFC","118000","121800",1,31854
"NMFCZ","256500","259000",1,1500
"NMG","13900","15538",1,6514
"NMHI","1350","1880",1,153898
"NMHIW","158","158",100,100
"NMI","99600","100700",1,3913
"NMIH","408000","417100",1,143900
"NML","80252","82400",1,11815
"NMM","625100","659000",1,8800
"NMR","54626","56500",1,21896
"NMRA","125000","134400",1,100000
"NMRK","155150","161300",1,325000
"NMS","127795","130276",1,2100
"NMT","114600","116399",1,4798
"NMTC","9600","10600",1,9112
"NMZ","115000","116300",1,8546
"NN","71200","75600",1,94378
"NNAVW","26700","30300",25,1400
"NNBR","37100","41300",1,87677
"NNDM","24000","26000",1,30618
"NNE","126800","177100",1,56184
"NNI","1056800","1138300",1,2282
"NNN","477100","485100",1,25986
"NNOX","59400","62800",1,260379
"NNVC","13400","15700",1,12000
"NNY","85050","85748",1,4000
"NOA","181100","189100",1,2107
"NOAH","104000","114600",1,8477
"NOBL","1053500","1080000",1,11284
"NOC","5098000","5394100",1,38495
"NOCT","498101","499300",1,1388
"NODK","150600","155600",1,7202
"NOG","339800","362500",1,105200
"NOK","43400","44400",1,980184
"NOM","108300","110620",1,2900
"NOMD","191000","195800",1,47809
"NORW","253412","260000",1,500
"NOTE","11700","12900",1,50000
"NOTV","14800","16600",1,12351
"NOV","156100","161750",1,265086
"NOVA","99300","110696",1,89600
"NOVT","1730000","1817000",1,26826
"NOVZ","406300","408189",1,600
"NOW","8700000","9049988",1,21875
"NPAB","119000","119800",1,5
"NPABU","115100","117100",1,49
"NPABW","300","300",12971,12971
"NPCE","64300","71290",1,10469
"NPCT","116700","118700",1,5115
"NPFD","189000","191200",1,2832
"NPFI","261100","261487",1,235666
"NPK","739550","757300",1,403
"NPO","1599800","1658400",1,6591
"NPV","126200","129000",1,3600
"NPWR","70000","73100",1,4653
"NPWR+","11600","15806",1,1100
"NQP","125200","126500",1,6000
"NR","66400","71600",1,73704
"NRBO","31600","34700",1,2500
"NRC","219400","227000",1,7686
"NRDS","122000","130800",1,43453
"NRDY","9300","9922",1,522569
"NREF","149400","156100",1,3946
"NREF-A","233500","239999",1,608
"NRES","270600","276000",1,401
"NRG","892400","965000",1,259825
"NRGV","9061","10100",1,31451
"NRIM","687100","720200",1,3817
"NRIX","225000","245000",1,64122
"NRK","111300","111900",1,66014
"NRO","40500","41100",1,9199
"NRP","950000","1024700",1,1000
"NRSH","225800","234880",2,100
"NRSN","11100","13000",1,11800
"NRSNW","1250","1725",2,7000
"NRT","51000","53499",1,2363
"NRUC","250800","253400",1,2266
"NRXP","16400","17700",1,8096
"NRXPW","405","696",25,7000
"NRXS","28630","31831",1,500
"NSA","461300","483250",1,30100
"NSA-A","246149","251100",1,14675
"NSA-B","225602","232800",3,3870
"NSC","2430000","2501300",1,15345
"NSCR","282858","282878",100,100
"NSCS","276900","279600",1,7
"NSEP","249100","251500",1,2002
"NSI","284160","288845",1,100
"NSIT","2022750","2156050",1,23689
"NSP","857100","892100",1,7500
"NSPR","26500","29500",1,2154
"NSSC","404200","429400",1,58628
"NSTS","98100","105527",1,2200
"NSYS","120001","130000",1,1200
"NTAP","1206200","1298000",1,412127
"NTB","360700","375000",1,37900
"NTBL","4101","4800",1,5300
"NTCT","206200","213800",1,85367
"NTES","868900","949900",1,141052
"NTG","467723","489000",1,1000
"NTGR","196100","208000",1,39424
"NTIC","120100","124800",1,2376
"NTIP","14000","15490",1,3100
"NTLA","202300","214200",1,249808
"NTNX","594100","623000",1,539369
"NTR","471900","494000",1,175767
"NTRA","1205200","1274200",1,443050
"NTRB","58200","67300",1,6005
"NTRBW","10900","14400",1,129
"NTRP","27487","30865",1,1673
"NTRS","879150","912600",1,332528
"NTRSO","227600","229700",1,1930
"NTSE","325600","329600",1,1500
"NTSI","393240","396800",1,2400
"NTST","162400","170000",1,16350
"NTSX","467000","470000",1,5000
"NTWK","27600","28800",1,4553
"NTZ","43500","44900",2,200
"NTZG","333800","336000",1,3
"NU","136400","150000",1,5000000
"NUAG","215300","216300",1,2000
"NUBD","226400","227401",1,8000
"NUDM","337700","341100",1,6100
"NUDV","295500","297200",1,3800
"NUE","1488800","1527399",1,101078
"NUEM","309700","319800",1,5953
"NUGO","323300","329401",1,345
"NUGT","509100","557300",1,24000
"NUHY","216200","216950",1,2300
"NUKK","2670","3699",1,52900
"NUKKW","77","134",40,1000
"NUKZ","360000","430000",1,3850
"NULC","461480","464100",1,9584
"NULG","814200","835700",1,2302
"NULV","412000","418591",1,5414
"NUMG","444846","449793",1,2013
"NUMV","364400","369700",1,9093
"NURE","338050","345800",1,1216
"NURO","38600","42471",1,3256
"NUS","68800","75700",1,80375
"NUSA","234320","234900",5,1370
"NUSB","252700","253000",1,243500
"NUSC","422600","431400",1,5717
"NUSI","250200","259700",1,9000
"NUTX","174700","215000",1,3591
"NUV","89700","90400",1,13392
"NUVB","23450","25500",1,50000
"NUVB+","1021","1062",100,100
"NUVL","987900","1039500",1,450000
"NUW","141100","142500",1,2860
"NUWE","12009","13799",1,5000
"NUZE","4500","5700",1,18000
"NVA","51200","55000",1,2000
"NVAC","118450","118450",1,1
"NVACR","541","798",100,650
"NVAWW","13000","17220",1,281
"NVAX","119550","134790",1,257624
"NVBT","317654","317700",1,583
"NVBW","302401","302800",3,2000
"NVCR","154384","163500",1,181172
"NVCT","60600","64400",1,7800
"NVD","15600","17800",1,750000
"NVDA","518295","1703116",1,15190721
"NVDD","69750","74601",1,59067
"NVDL","561100","643759",1,96311
"NVDQ","42100","48201",1,286975
"NVDS","325900","360695",1,19961
"NVDU","901110","1034100",1,12645
"NVDW","242500","267500",1,300
"NVDX","136200","156300",1,120000
"NVDY","235534","247490",1,122143
"NVEC","795401","823999",1,2599
"NVEE","920600","965500",1,16173
"NVEI","331200","334800",1,16645
"NVFY","14300","16000",1,2000
"NVG","132900","143408",1,12500
"NVGS","162950","166000",1,8100
"NVIR","285300","290300",1,178
"NVMI","2065000","2189400",1,31200
"NVNI","8199","9407",1,2000
"NVNIW","200","217",100,200
"NVNO","32400","48780",1,24810
"NVO","1191400","1286700",1,250230
